date,location,item,qty_ordered
2026-07-16,L1,Olive Noir,0.3
2026-07-16,L1,Sauce Tartare,5.0
2026-07-16,L1,Oreo entier (PS),1.0
2026-07-16,L1,Frites,40.0
2026-07-16,L1,Crème chocolat,3.0
2026-07-16,L1,Crème caramel,3.0
2026-07-16,L1,Sachet Emporté,400.0
2026-07-16,L1,Finot,4.0
2026-07-16,L1,Pain Burger,20.0
2026-07-16,L1,Fourchette,50.0
2026-07-16,L1,Pain Grec,40.0
2026-07-16,L1,Cuillères,100.0
2026-07-16,L1,Pain Spécial,40.0
2026-07-16,L1,tagliatelle,5.0
2026-07-16,L1,Génoise,20.0
2026-07-16,L1,Pain Tacos,1.0
2026-07-16,L1,Mangue,20.0
2026-07-16,L1,Citrons,10.0
2026-07-16,L1,Huil de Table,10.0
2026-07-16,L1,Lait,6.0
2026-07-16,L1,Pailles,4.0
2026-07-16,L2,Poke Bowl Salade,8.0
2026-07-16,L2,Mozzarella,5.0
2026-07-16,L2,Riz Atlas M,25.0
2026-07-16,L2,Riz Atlas Xl,14.0
2026-07-16,L2,Champignon,0.8
2026-07-16,L2,Poulet Crousty,10.0
2026-07-16,L2,Tomate cerise S,2.0
2026-07-16,L2,Viande Hachée B,4.0
2026-07-16,L2,Viande Haché Burger,50.0
2026-07-16,L2,Laitue,2.0
2026-07-16,L2,Poulet,12.0
2026-07-16,L2,Tomate,2.0
2026-07-16,L2,oignon,1.0
2026-07-16,L2,Sauce Barbecue,1.0
2026-07-16,L2,oignon Crunchy,1.0
2026-07-16,L2,Sauce Fromagère,10.0
2026-07-16,L2,Jalapenos,0.4
2026-07-16,L2,Sauce Burger,2.0
2026-07-16,L2,Sauce Tartare,4.0
2026-07-16,L2,Cornichons,0.8
2026-07-16,L2,Épices Frite,1.0
2026-07-16,L2,Sauce truffes,0.5
2026-07-16,L2,Oreo entier (PS),1.0
2026-07-16,L2,Frites,10.0
2026-07-16,L2,Mayonnaise,2.0
2026-07-16,L2,Boite Pasticcio,200.0
2026-07-16,L2,Crème chocolat,4.0
2026-07-16,L2,Crème caramel,4.0
2026-07-16,L2,Sachet Emporté,400.0
2026-07-16,L2,Finot,4.0
2026-07-16,L2,Pain Burger,40.0
2026-07-16,L2,Pate Pizza,30.0
2026-07-16,L2,Bowl Pasta,100.0
2026-07-16,L2,Pain Grec,50.0
2026-07-16,L2,Pain Spécial,50.0
2026-07-16,L2,tagliatelle,24.0
2026-07-16,L2,Génoise,60.0
2026-07-16,L2,Papier Toilet,4.0
2026-07-16,L2,Mangue,10.0
2026-07-16,L2,Pot de sauce Ket + May,100.0
2026-07-16,L2,Pot de sauce Biggy + Alg,100.0
2026-07-16,L2,Huil de Table,20.0
2026-07-16,L2,Croutons,0.5
2026-07-16,L2,Glacons,1.0
2026-07-16,L2,Lait,6.0
2026-07-16,L2,Pailles,2.0
2026-07-21,L1,Poke Bowl Salade,6.0
2026-07-21,L1,Mozzarella,6.0
2026-07-21,L1,Riz Atlas M,10.0
2026-07-21,L1,fromage parmesan,0.3
2026-07-21,L1,Edam,0.3
2026-07-21,L1,Champignon,0.4
2026-07-21,L1,Poulet Crousty,6.0
2026-07-21,L1,Tomate cerise S,2.0
2026-07-21,L1,Viande Hachée B,2.0
2026-07-21,L1,Laitue,0.5
2026-07-21,L1,Poulet,10.0
2026-07-21,L1,Tomate,0.8
2026-07-21,L1,oignon,0.6
2026-07-21,L1,Sauce Tomate,2.0
2026-07-21,L1,oignon Crunchy,1.0
2026-07-21,L1,Sauce Fromagère,10.0
2026-07-21,L1,Jalapenos,0.4
2026-07-21,L1,Sauce Burger,2.0
2026-07-21,L1,Sauce Tartare,4.0
2026-07-21,L1,Sauce Biggy,1.0
2026-07-21,L1,Sauce Algérienne,1.0
2026-07-21,L1,Pain Burger,30.0
2026-07-21,L1,Fourchette,50.0
2026-07-21,L1,Pate Pizza,60.0
2026-07-21,L1,Pain Grec,30.0
2026-07-21,L1,Cuillères,50.0
2026-07-21,L1,Pain Spécial,36.0
2026-07-21,L1,tagliatelle,12.0
2026-07-21,L1,Pain Tacos,1.0
2026-07-21,L1,Mangue,10.0
2026-07-21,L1,Citrons,10.0
2026-07-21,L1,Pot de sauce Ket + May,100.0
2026-07-21,L1,Pot de sauce Biggy + Alg,100.0
2026-07-21,L1,Huil de Table,10.0
2026-07-21,L1,Glacons,1.0
2026-07-21,L1,Sucre,6.0
2026-07-21,L1,Lait,3.0
2026-07-21,L2,Poke Bowl Salade,16.0
2026-07-21,L2,Mozzarella,4.0
2026-07-21,L2,Sauce Salade,2.0
2026-07-21,L2,Cheddar,1.0
2026-07-21,L2,Riz Atlas M,20.0
2026-07-21,L2,Riz Atlas Xl,20.0
2026-07-21,L2,Poulet Crousty,6.0
2026-07-21,L2,Tomate cerise S,3.0
2026-07-21,L2,Viande Hachée B,2.0
2026-07-21,L2,Viande Haché Burger,10.0
2026-07-21,L2,Laitue,1.5
2026-07-21,L2,Poulet,8.0
2026-07-21,L2,Tomate,1.0
2026-07-21,L2,Sauce Tomate,2.0
2026-07-21,L2,Sauce Barbecue,1.0
2026-07-21,L2,oignon Crunchy,2.0
2026-07-21,L2,Sauce Fromagère,8.0
2026-07-21,L2,Jalapenos,0.4
2026-07-21,L2,Sauce Burger,2.0
2026-07-21,L2,Cornichons,0.3
2026-07-21,L2,Sauce Biggy,1.0
2026-07-21,L2,Sauce Algérienne,1.0
2026-07-21,L2,Crème chocolat,2.0
2026-07-21,L2,Crème caramel,4.0
2026-07-21,L2,Pain Burger,38.0
2026-07-21,L2,Fourchette,100.0
2026-07-21,L2,Pate Pizza,30.0
2026-07-21,L2,Pain Grec,36.0
2026-07-21,L2,Cuillères,150.0
2026-07-21,L2,Pain Spécial,30.0
2026-07-21,L2,tagliatelle,12.0
2026-07-21,L2,Génoise,40.0
2026-07-21,L2,Pain Tacos,1.0
2026-07-21,L2,Mangue,10.0
2026-07-21,L2,Yaourt Grec,6.0
2026-07-21,L2,Pot de sauce Ket + May,100.0
2026-07-21,L2,Pot de sauce Biggy + Alg,100.0
2026-07-21,L2,Huil de Table,20.0
2026-07-21,L2,Frites,10.0
2026-07-21,L2,Croutons,0.4
2026-07-21,L2,Farine,5.0
2026-07-21,L2,Ketchup,1.0
2026-07-23,L1,Poke Bowl Salade,10.0
2026-07-23,L1,Mozzarella,5.0
2026-07-23,L1,Sauce Salade,2.0
2026-07-23,L1,Cheddar,1.0
2026-07-23,L1,Riz Atlas M,16.0
2026-07-23,L1,fromage parmesan,0.3
2026-07-23,L1,Riz Atlas Xl,12.0
2026-07-23,L1,Edam,0.3
2026-07-23,L1,Poulet Crousty,12.0
2026-07-23,L1,Tomate cerise S,2.0
2026-07-23,L1,Viande Hachée B,2.0
2026-07-23,L1,Viande Haché Burger,10.0
2026-07-23,L1,Laitue,0.5
2026-07-23,L1,Poulet,16.0
2026-07-23,L1,Tomate,0.5
2026-07-23,L1,Beure,0.3
2026-07-23,L1,Sauce Tomate,2.0
2026-07-23,L1,Sauce Barbecue,1.0
2026-07-23,L1,oignon Crunchy,1.0
2026-07-23,L1,Sauce Burger,2.0
2026-07-23,L1,Olive Noir,0.3
2026-07-23,L1,Cornichons,0.3
2026-07-23,L1,Oreo entier (PS),1.0
2026-07-23,L1,Sauce Biggy,1.0
2026-07-23,L1,Crème chocolat,3.0
2026-07-23,L1,Crème caramel,3.0
2026-07-23,L1,Pain Burger,20.0
2026-07-23,L1,Fourchette,50.0
2026-07-23,L1,Pate Pizza,60.0
2026-07-23,L1,Pain Grec,20.0
2026-07-23,L1,Cuillères,100.0
2026-07-23,L1,Pain Spécial,36.0
2026-07-23,L1,tagliatelle,12.0
2026-07-23,L1,Génoise,26.0
2026-07-23,L1,Pain Tacos,1.0
2026-07-23,L1,Papier Cuisine,2.0
2026-07-23,L1,Mangue,20.0
2026-07-23,L1,Yaourt Grec,16.0
2026-07-23,L1,Pot de sauce Ket + May,100.0
2026-07-23,L1,Serviette,10.0
2026-07-23,L1,Pot de sauce Biggy + Alg,100.0
2026-07-23,L1,Huil de Table,10.0
2026-07-23,L1,Sesam,0.4
2026-07-23,L1,Frites,10.0
2026-07-23,L1,Glacons,1.0
2026-07-23,L1,Farine,4.0
2026-07-23,L2,Poke Bowl Salade,16.0
2026-07-23,L2,Mozzarella,6.0
2026-07-23,L2,Cheddar,1.0
2026-07-23,L2,Riz Atlas M,10.0
2026-07-23,L2,Riz Atlas Xl,10.0
2026-07-23,L2,Edam,0.3
2026-07-23,L2,Champignon,0.5
2026-07-23,L2,Poulet Crousty,14.0
2026-07-23,L2,Viande Hachée B,2.0
2026-07-23,L2,Viande Haché Burger,10.0
2026-07-23,L2,Laitue,0.5
2026-07-23,L2,Poulet,16.0
2026-07-23,L2,Tomate,1.0
2026-07-23,L2,oignon,0.5
2026-07-23,L2,Sauce Tomate,2.0
2026-07-23,L2,Sauce Barbecue,1.0
2026-07-23,L2,oignon Crunchy,2.0
2026-07-23,L2,Sauce Fromagère,10.0
2026-07-23,L2,Jalapenos,0.3
2026-07-23,L2,Origan,0.3
2026-07-23,L2,Sauce Burger,2.0
2026-07-23,L2,Olive Noir,0.3
2026-07-23,L2,Sauce Tartare,4.0
2026-07-23,L2,Cornichons,0.8
2026-07-23,L2,Épices Frite,1.0
2026-07-23,L2,Oreo entier (PS),1.0
2026-07-23,L2,Boite Pizza M,1.0
2026-07-23,L2,Boite Pasticcio,100.0
2026-07-23,L2,Crème chocolat,3.0
2026-07-23,L2,Sachet Sandwich,300.0
2026-07-23,L2,Crème caramel,3.0
2026-07-23,L2,Sachet Emporté,300.0
2026-07-23,L2,Pain Burger,36.0
2026-07-23,L2,Fourchette,50.0
2026-07-23,L2,Pate Pizza,45.0
2026-07-23,L2,Pain Grec,36.0
2026-07-23,L2,Cuillères,100.0
2026-07-23,L2,Pain Spécial,36.0
2026-07-23,L2,tagliatelle,24.0
2026-07-23,L2,Génoise,30.0
2026-07-23,L2,Papier Toilet,3.0
2026-07-23,L2,Pain Tacos,1.0
2026-07-23,L2,Papier Cuisine,2.0
2026-07-23,L2,Mangue,20.0
2026-07-23,L2,Sachet Burger,400.0
2026-07-23,L2,Avocat,10.0
2026-07-23,L2,Set de Table,2.0
2026-07-23,L2,Yaourt Grec,14.0
2026-07-23,L2,Sac emporter,1.0
2026-07-23,L2,Pot de sauce Ket + May,100.0
2026-07-23,L2,Pot de sauce Biggy + Alg,100.0
2026-07-23,L2,Huil de Table,10.0
2026-07-23,L2,Frites,20.0
2026-07-24,L1,Mozzarella,6.0
2026-07-24,L1,Cheddar,1.0
2026-07-24,L1,Riz Atlas M,10.0
2026-07-24,L1,Riz Atlas Xl,16.0
2026-07-24,L1,Poulet Crousty,12.0
2026-07-24,L1,Tomate cerise S,2.0
2026-07-24,L1,Viande Hachée B,2.0
2026-07-24,L1,Viande Haché Burger,10.0
2026-07-24,L1,Laitue,1.0
2026-07-24,L1,Poulet,12.0
2026-07-24,L1,Tomate,0.5
2026-07-24,L1,oignon,0.5
2026-07-24,L1,Sauce Tomate,2.0
2026-07-24,L1,Sauce Barbecue,1.0
2026-07-24,L1,Sauce Fromagère,10.0
2026-07-24,L1,Cornichons,0.3
2026-07-24,L1,Épices Frite,1.0
2026-07-24,L1,Boite Pizza M,1.0
2026-07-24,L1,Sachet Emporté,300.0
2026-07-24,L1,Pain Burger,56.0
2026-07-24,L1,Fourchette,50.0
2026-07-24,L1,Pate Pizza,75.0
2026-07-24,L1,Pain Grec,28.0
2026-07-24,L1,Cuillères,50.0
2026-07-24,L1,Pain Spécial,30.0
2026-07-24,L1,Génoise,10.0
2026-07-24,L1,Pain Tacos,1.0
2026-07-24,L1,Mangue,20.0
2026-07-24,L1,Pot de sauce Ket + May,100.0
2026-07-24,L1,Serviette,10.0
2026-07-24,L1,Pot de sauce Biggy + Alg,100.0
2026-07-24,L1,Frites,20.0
2026-07-24,L1,Glacons,1.0
2026-07-24,L2,Poke Bowl Salade,10.0
2026-07-24,L2,Mozzarella,4.0
2026-07-24,L2,Cheddar,1.0
2026-07-24,L2,Riz Atlas M,16.0
2026-07-24,L2,Riz Atlas Xl,20.0
2026-07-24,L2,Edam,0.3
2026-07-24,L2,Champignon,0.5
2026-07-24,L2,Poulet Crousty,12.0
2026-07-24,L2,Tomate cerise S,2.0
2026-07-24,L2,Viande Hachée B,2.0
2026-07-24,L2,Viande Haché Burger,50.0
2026-07-24,L2,Laitue,2.0
2026-07-24,L2,Poulet,10.0
2026-07-24,L2,Tomate,1.5
2026-07-24,L2,oignon,1.0
2026-07-24,L2,Sauce Barbecue,1.0
2026-07-24,L2,oignon Crunchy,2.5
2026-07-24,L2,Sauce Fromagère,5.0
2026-07-24,L2,Jalapenos,0.5
2026-07-24,L2,Olive Noir,0.3
2026-07-24,L2,Sauce Tartare,10.0
2026-07-24,L2,Cornichons,0.4
2026-07-24,L2,Sauce truffes,0.3
2026-07-24,L2,Oreo entier (PS),1.0
2026-07-24,L2,Sauce Biggy,1.0
2026-07-24,L2,Sauce Algérienne,1.0
2026-07-24,L2,Pain Burger,70.0
2026-07-24,L2,Pate Pizza,45.0
2026-07-24,L2,Pain Grec,56.0
2026-07-24,L2,Pain Spécial,56.0
2026-07-24,L2,tagliatelle,24.0
2026-07-24,L2,Génoise,60.0
2026-07-24,L2,Pain Tacos,1.0
2026-07-24,L2,Mangue,20.0
2026-07-24,L2,Yaourt Grec,10.0
2026-07-24,L2,Pot de sauce Ket + May,100.0
2026-07-24,L2,Pot de sauce Biggy + Alg,100.0
2026-07-25,L1,Poke Bowl Salade,8.0
2026-07-25,L1,Mozzarella,6.0
2026-07-25,L1,Riz Atlas M,6.0
2026-07-25,L1,fromage parmesan,0.3
2026-07-25,L1,Champignon,1.0
2026-07-25,L1,Poulet Crousty,12.0
2026-07-25,L1,Tomate cerise S,2.0
2026-07-25,L1,Viande Hachée B,2.0
2026-07-25,L1,Viande Haché Burger,10.0
2026-07-25,L1,Laitue,1.0
2026-07-25,L1,Poulet,14.0
2026-07-25,L1,Tomate,1.0
2026-07-25,L1,Beure,0.3
2026-07-25,L1,oignon,0.5
2026-07-25,L1,Sauce Tomate,4.0
2026-07-25,L1,oignon Crunchy,1.0
2026-07-25,L1,Sauce Fromagère,5.0
2026-07-25,L1,Jalapenos,0.3
2026-07-25,L1,Sauce Burger,2.0
2026-07-25,L1,Olive Noir,0.3
2026-07-25,L1,Sauce Tartare,5.0
2026-07-25,L1,Sauce Biggy,1.0
2026-07-25,L1,Sauce Algérienne,1.0
2026-07-25,L1,Crème chocolat,2.0
2026-07-25,L1,Crème caramel,2.0
2026-07-25,L1,Pain Burger,36.0
2026-07-25,L1,Fourchette,50.0
2026-07-25,L1,Pate Pizza,60.0
2026-07-25,L1,Pain Grec,60.0
2026-07-25,L1,Cuillères,100.0
2026-07-25,L1,Pain Spécial,44.0
2026-07-25,L1,tagliatelle,10.0
2026-07-25,L1,Papier Cuisine,2.0
2026-07-25,L1,Mangue,10.0
2026-07-25,L1,Yaourt Grec,10.0
2026-07-25,L1,Pot de sauce Ket + May,100.0
2026-07-25,L1,Serviette,10.0
2026-07-25,L1,Pot de sauce Biggy + Alg,100.0
2026-07-25,L1,Huil de Table,10.0
2026-07-25,L1,Sesam,0.3
2026-07-25,L1,Frites,10.0
2026-07-25,L1,Sachet Fourchette,1.0
2026-07-25,L1,Sucre,5.0
2026-07-25,L1,Souloufan,1.0
2026-07-25,L1,Lait,4.0
2026-07-25,L1,Pailles,1.0
2026-07-25,L2,Poke Bowl Salade,10.0
2026-07-25,L2,Mozzarella,6.0
2026-07-25,L2,Sauce Salade,2.0
2026-07-25,L2,Riz Atlas M,16.0
2026-07-25,L2,Riz Atlas Xl,16.0
2026-07-25,L2,Edam,0.3
2026-07-25,L2,Champignon,1.0
2026-07-25,L2,Poulet Crousty,20.0
2026-07-25,L2,Tomate cerise S,4.0
2026-07-25,L2,Viande Hachée B,2.0
2026-07-25,L2,Viande Haché Burger,20.0
2026-07-25,L2,Laitue,2.0
2026-07-25,L2,Poulet,10.0
2026-07-25,L2,Tomate,1.0
2026-07-25,L2,oignon,0.5
2026-07-25,L2,Sauce Tomate,2.0
2026-07-25,L2,Sauce Barbecue,1.0
2026-07-25,L2,oignon Crunchy,2.0
2026-07-25,L2,Sauce Fromagère,10.0
2026-07-25,L2,Jalapenos,0.5
2026-07-25,L2,Sauce Burger,2.0
2026-07-25,L2,Olive Noir,0.3
2026-07-25,L2,Sauce Tartare,5.0
2026-07-25,L2,Cornichons,0.4
2026-07-25,L2,Sauce truffes,0.3
2026-07-25,L2,Oreo entier (PS),1.0
2026-07-25,L2,Sauce Biggy,1.0
2026-07-25,L2,Crème chocolat,2.0
2026-07-25,L2,Crème caramel,2.0
2026-07-25,L2,Pain Burger,30.0
2026-07-25,L2,Fourchette,50.0
2026-07-25,L2,Pate Pizza,60.0
2026-07-25,L2,Pain Grec,40.0
2026-07-25,L2,Cuillères,100.0
2026-07-25,L2,Pain Spécial,46.0
2026-07-25,L2,tagliatelle,12.0
2026-07-25,L2,Génoise,30.0
2026-07-25,L2,Pain Tacos,1.0
2026-07-25,L2,Mangue,20.0
2026-07-25,L2,Yaourt Grec,10.0
2026-07-25,L2,Pot de sauce Ket + May,100.0
2026-07-25,L2,Pot de sauce Biggy + Alg,100.0
2026-07-25,L2,Frites,10.0
2026-07-25,L2,Sachet Fourchette,1.0
2026-07-25,L2,Souloufan,1.0
2026-07-25,L2,Lait,4.0
2026-07-25,L2,Pailles,1.0
2026-07-26,L1,Mozzarella,5.0
2026-07-26,L1,Cheddar,1.0
2026-07-26,L1,Riz Atlas M,10.0
2026-07-26,L1,Riz Atlas Xl,10.0
2026-07-26,L1,Edam,0.3
2026-07-26,L1,Champignon,0.5
2026-07-26,L1,Poulet Crousty,12.0
2026-07-26,L1,Tomate cerise S,2.0
2026-07-26,L1,Viande Haché Burger,10.0
2026-07-26,L1,Laitue,1.0
2026-07-26,L1,Poulet,12.0
2026-07-26,L1,Tomate,0.8
2026-07-26,L1,Beure,0.3
2026-07-26,L1,oignon,0.5
2026-07-26,L1,Sauce Tomate,2.0
2026-07-26,L1,oignon Crunchy,1.0
2026-07-26,L1,Sauce Fromagère,10.0
2026-07-26,L1,Sauce Piment,2.0
2026-07-26,L1,Olive Noir,0.3
2026-07-26,L1,Sauce Tartare,10.0
2026-07-26,L1,Cornichons,0.3
2026-07-26,L1,Crème chocolat,2.0
2026-07-26,L1,Crème caramel,2.0
2026-07-26,L1,Sachet Frite,300.0
2026-07-26,L1,Pain Burger,50.0
2026-07-26,L1,Fourchette,50.0
2026-07-26,L1,Pate Pizza,45.0
2026-07-26,L1,Pain Grec,36.0
2026-07-26,L1,Cuillères,100.0
2026-07-26,L1,Pain Spécial,36.0
2026-07-26,L1,Génoise,50.0
2026-07-26,L1,Pain Tacos,1.0
2026-07-26,L1,Papier Cuisine,2.0
2026-07-26,L1,Mangue,10.0
2026-07-26,L1,Avocat,10.0
2026-07-26,L1,Yaourt Grec,10.0
2026-07-26,L1,Pot de sauce Ket + May,100.0
2026-07-26,L1,Pot de sauce Biggy + Alg,100.0
2026-07-26,L2,Mozzarella,4.0
2026-07-26,L2,Riz Atlas M,16.0
2026-07-26,L2,fromage parmesan,0.3
2026-07-26,L2,Riz Atlas Xl,16.0
2026-07-26,L2,Edam,0.3
2026-07-26,L2,Champignon,0.5
2026-07-26,L2,Poulet Crousty,10.0
2026-07-26,L2,Tomate cerise S,4.0
2026-07-26,L2,Viande Hachée B,2.0
2026-07-26,L2,Viande Haché Burger,30.0
2026-07-26,L2,Poulet,12.0
2026-07-26,L2,Tomate,2.0
2026-07-26,L2,Sauce Tomate,2.0
2026-07-26,L2,Sauce Barbecue,1.0
2026-07-26,L2,oignon Crunchy,2.0
2026-07-26,L2,Sauce Fromagère,10.0
2026-07-26,L2,Jalapenos,0.5
2026-07-26,L2,Sauce Burger,2.0
2026-07-26,L2,Olive Noir,0.3
2026-07-26,L2,Sauce Tartare,10.0
2026-07-26,L2,Cornichons,0.5
2026-07-26,L2,Épices Frite,1.0
2026-07-26,L2,Sauce truffes,0.3
2026-07-26,L2,Pain Burger,46.0
2026-07-26,L2,Fourchette,50.0
2026-07-26,L2,Pate Pizza,45.0
2026-07-26,L2,Pain Grec,20.0
2026-07-26,L2,Cuillères,100.0
2026-07-26,L2,Pain Spécial,20.0
2026-07-26,L2,tagliatelle,12.0
2026-07-26,L2,Génoise,40.0
2026-07-26,L2,Mangue,20.0
2026-07-26,L2,Yaourt Grec,10.0
2026-07-26,L2,Pot de sauce Ket + May,100.0
2026-07-26,L2,Pot de sauce Biggy + Alg,100.0
2026-07-26,L2,Croutons,0.4
2026-07-26,L2,Glacons,1.0
2026-07-26,L2,Farine,1.0
2026-07-27,L1,Mozzarella,5.0
2026-07-27,L1,Riz Atlas M,20.0
2026-07-27,L1,Riz Atlas Xl,20.0
2026-07-27,L1,Champignon,0.6
2026-07-27,L1,Poulet Crousty,20.0
2026-07-27,L1,Viande Hachée B,2.0
2026-07-27,L1,Viande Haché Burger,10.0
2026-07-27,L1,Poulet,14.0
2026-07-27,L1,Sauce Tomate,4.0
2026-07-27,L1,Sauce Barbecue,1.0
2026-07-27,L1,oignon Crunchy,1.0
2026-07-27,L1,Sauce Fromagère,10.0
2026-07-27,L1,Sauce Huil D'herbe,2.0
2026-07-27,L1,Oreo entier (PS),1.0
2026-07-27,L1,Sauce Biggy,1.0
2026-07-27,L1,Sauce Algérienne,1.0
2026-07-27,L1,Boite Pizza M,1.0
2026-07-27,L1,Pain Burger,26.0
2026-07-27,L1,Fourchette,50.0
2026-07-27,L1,Pate Pizza,60.0
2026-07-27,L1,Pain Grec,30.0
2026-07-27,L1,Cuillères,100.0
2026-07-27,L1,Pain Spécial,30.0
2026-07-27,L1,tagliatelle,24.0
2026-07-27,L1,Génoise,20.0
2026-07-27,L1,Pain Tacos,1.0
2026-07-27,L1,Mangue,20.0
2026-07-27,L1,Citrons,10.0
2026-07-27,L1,Yaourt Grec,10.0
2026-07-27,L1,Pot de sauce Ket + May,100.0
2026-07-27,L1,Pot de sauce Biggy + Alg,100.0
2026-07-27,L1,Huil de Table,20.0
2026-07-27,L1,Croutons,0.4
2026-07-27,L1,Glacons,1.0
2026-07-27,L1,Farine,2.0
2026-07-27,L1,Sucre,2.0
2026-07-27,L1,Lait,2.0
2026-07-27,L2,Poke Bowl Salade,10.0
2026-07-27,L2,Mozzarella,4.0
2026-07-27,L2,Cheddar,1.0
2026-07-27,L2,Riz Atlas M,16.0
2026-07-27,L2,Riz Atlas Xl,16.0
2026-07-27,L2,Poulet Crousty,18.0
2026-07-27,L2,Tomate cerise S,4.0
2026-07-27,L2,Viande Hachée B,4.0
2026-07-27,L2,Viande Haché Burger,60.0
2026-07-27,L2,Laitue,2.0
2026-07-27,L2,Poulet,12.0
2026-07-27,L2,Tomate,1.0
2026-07-27,L2,Beure,0.3
2026-07-27,L2,oignon,0.8
2026-07-27,L2,Sauce Tomate,4.0
2026-07-27,L2,Sauce Barbecue,1.0
2026-07-27,L2,oignon Crunchy,2.0
2026-07-27,L2,Sauce Fromagère,10.0
2026-07-27,L2,Jalapenos,0.3
2026-07-27,L2,Sauce Tartare,5.0
2026-07-27,L2,Cornichons,0.3
2026-07-27,L2,Épices Frite,1.0
2026-07-27,L2,Sauce truffes,0.3
2026-07-27,L2,Sauce Algérienne,1.0
2026-07-27,L2,Crème chocolat,3.0
2026-07-27,L2,Crème caramel,3.0
2026-07-27,L2,Sachet Emporté,400.0
2026-07-27,L2,Pain Burger,50.0
2026-07-27,L2,Fourchette,50.0
2026-07-27,L2,Pate Pizza,45.0
2026-07-27,L2,Pain Grec,26.0
2026-07-27,L2,Cuillères,100.0
2026-07-27,L2,Pain Spécial,40.0
2026-07-27,L2,tagliatelle,12.0
2026-07-27,L2,Mangue,20.0
2026-07-27,L2,Yaourt Grec,10.0
2026-07-27,L2,Pot de sauce Ket + May,100.0
2026-07-27,L2,Pot de sauce Biggy + Alg,100.0
2026-07-27,L2,Huil de Table,5.0
2026-07-27,L2,Croutons,0.5
2026-07-27,L2,Glacons,1.0
2026-07-27,L2,Sucre,4.0
2026-07-27,L2,Souloufan,1.0
2026-07-28,L1,Poke Bowl Salade,6.0
2026-07-28,L1,Mozzarella,6.0
2026-07-28,L1,Riz Atlas M,15.0
2026-07-28,L1,fromage parmesan,0.3
2026-07-28,L1,Edam,0.3
2026-07-28,L1,Champignon,0.5
2026-07-28,L1,Poulet Crousty,8.0
2026-07-28,L1,Tomate cerise S,2.0
2026-07-28,L1,Viande Hachée B,2.0
2026-07-28,L1,Viande Haché Burger,10.0
2026-07-28,L1,Poulet,10.0
2026-07-28,L1,Tomate,0.5
2026-07-28,L1,oignon,0.5
2026-07-28,L1,Sauce Tomate,2.0
2026-07-28,L1,Sauce Barbecue,1.0
2026-07-28,L1,oignon Crunchy,2.0
2026-07-28,L1,Sauce Fromagère,10.0
2026-07-28,L1,Jalapenos,0.3
2026-07-28,L1,Olive Noir,0.3
2026-07-28,L1,Sauce Tartare,5.0
2026-07-28,L1,Cornichons,0.3
2026-07-28,L1,Sauce Biggy,1.0
2026-07-28,L1,Sauce Algérienne,1.0
2026-07-28,L1,Sachet Sandwich,300.0
2026-07-28,L1,Sachet Frite,400.0
2026-07-28,L1,Pain Burger,40.0
2026-07-28,L1,Fourchette,50.0
2026-07-28,L1,Pate Pizza,45.0
2026-07-28,L1,Pain Grec,46.0
2026-07-28,L1,Cuillères,100.0
2026-07-28,L1,Pain Spécial,46.0
2026-07-28,L1,Gobelet Jus,200.0
2026-07-28,L1,tagliatelle,12.0
2026-07-28,L1,Génoise,30.0
2026-07-28,L1,Pain Tacos,20.0
2026-07-28,L1,Papier Cuisine,2.0
2026-07-28,L1,Sachet Burger,400.0
2026-07-28,L1,Citrons,10.0
2026-07-28,L1,Yaourt Grec,10.0
2026-07-28,L1,Pot de sauce Ket + May,100.0
2026-07-28,L1,Pot de sauce Biggy + Alg,100.0
2026-07-28,L1,Huil de Table,10.0
2026-07-28,L1,Glacons,1.0
2026-07-28,L1,Pailles,1.0
2026-07-28,L2,Poke Bowl Salade,10.0
2026-07-28,L2,Mozzarella,6.0
2026-07-28,L2,Riz Atlas M,16.0
2026-07-28,L2,Riz Atlas Xl,16.0
2026-07-28,L2,Edam,0.3
2026-07-28,L2,Poulet Crousty,8.0
2026-07-28,L2,Tomate cerise S,2.0
2026-07-28,L2,Viande Hachée B,2.0
2026-07-28,L2,Viande Haché Burger,20.0
2026-07-28,L2,Poulet,20.0
2026-07-28,L2,Tomate,1.5
2026-07-28,L2,oignon,0.8
2026-07-28,L2,Sauce Barbecue,1.0
2026-07-28,L2,oignon Crunchy,3.0
2026-07-28,L2,Sauce Fromagère,5.0
2026-07-28,L2,Jalapenos,0.3
2026-07-28,L2,Olive Noir,0.4
2026-07-28,L2,Cornichons,0.89
2026-07-28,L2,Sauce Biggy,1.0
2026-07-28,L2,Sauce Algérienne,1.0
2026-07-28,L2,Boite Pizza M,1.0
2026-07-28,L2,Crème chocolat,3.0
2026-07-28,L2,Sachet Sandwich,300.0
2026-07-28,L2,Crème caramel,3.0
2026-07-28,L2,Sachet Emporté,300.0
2026-07-28,L2,Sachet Frite,300.0
2026-07-28,L2,Pain Burger,70.0
2026-07-28,L2,Fourchette,50.0
2026-07-28,L2,Pate Pizza,45.0
2026-07-28,L2,Bowl Pasta,1.0
2026-07-28,L2,Pain Grec,30.0
2026-07-28,L2,Cuillères,100.0
2026-07-28,L2,Pain Spécial,36.0
2026-07-28,L2,Gobelet Jus,300.0
2026-07-28,L2,tagliatelle,12.0
2026-07-28,L2,Génoise,60.0
2026-07-28,L2,Papier Cuisine,2.0
