date,location,dish,qty_sold
2026-07-24,L1,Pizza Bufallo M,13.0
2026-07-24,L1,Pizza Marinara M,10.0
2026-07-24,L1,Pizza Margaritta M,4.0
2026-07-24,L1,Poke Bowl Poulet Crousty,6.0
2026-07-24,L1,Poke Bowl Nature,1.0
2026-07-24,L1,Sandwich le Grec Poulet,33.0
2026-07-24,L1,Sandwich Poulet Crousty,21.0
2026-07-24,L1,Tacos Poulet,46.0
2026-07-24,L1,Tacos Poulet Crousty,49.0
2026-07-25,L1,Hawai Tropical 33 cl,11.0
2026-07-25,L1,Coca 33 cl,8.0
2026-07-25,L1,Poms 33 cl,4.0
2026-07-25,L1,Sprit 33 cl,1.0
2026-07-25,L1,Schwepps Citron 33 cl,2.0
2026-07-25,L1,Chicken Burger,16.0
2026-07-25,L1,Cheese Burger,10.0
2026-07-25,L1,Mexicain Burger,3.0
2026-07-25,L1,Crousty Atlas M,7.0
2026-07-25,L1,Crousty Atlas XL,8.0
2026-07-25,L1,Dopamina Oreo,20.0
2026-07-25,L1,Yaourt GREC,9.0
2026-07-25,L1,Frites Maison Epicees,10.0
2026-07-25,L1,Frites Maison,110.0
2026-07-25,L1,Jus de Mangue,15.0
2026-07-25,L1,Jus D'Avocat,5.0
2026-07-25,L1,Pasta Bolognaise,6.0
2026-07-25,L1,Pasta Alfredo,10.0
2026-07-25,L1,Pasticcio Poulet,10.0
2026-07-25,L1,Pasticcio Bolognaise,8.0
2026-07-25,L1,Pizza Poulet Mexicain Haaar M,12.0
2026-07-25,L1,Pizza Marinara M,12.0
2026-07-25,L1,Pizza Bufallo M,8.0
2026-07-25,L1,POULET BBQ M,12.0
2026-07-25,L1,Poke Bowl Poulet Crousty,2.0
2026-07-25,L1,Sandwich le Grec Poulet,36.0
2026-07-25,L1,Sandwich Poulet Crousty,23.0
2026-07-25,L1,Tacos Poulet,73.0
2026-07-25,L1,Tacos Poulet Crousty,52.0
2026-07-26,L1,Sprit 33 cl,4.0
2026-07-26,L1,Hawai Tropical 33 cl,14.0
2026-07-26,L1,Poms 33 cl,4.0
2026-07-26,L1,Sidi Ali 50 cl,5.0
2026-07-26,L1,Coca 33 cl,4.0
2026-07-26,L1,Schwepps Citron 33 cl,1.0
2026-07-26,L1,Chicken Burger,25.0
2026-07-26,L1,Cheese Burger,8.0
2026-07-26,L1,Mexicain Burger,5.0
2026-07-26,L1,Crousty Atlas XL,15.0
2026-07-26,L1,Crousty Atlas M,17.0
2026-07-26,L1,Dopamina Oreo,25.0
2026-07-26,L1,Yaourt GREC,11.0
2026-07-26,L1,Frites Maison,100.0
2026-07-26,L1,Frites Maison Epicees,12.0
2026-07-26,L1,Jus de Citron,11.0
2026-07-26,L1,Jus de Mangue,12.0
2026-07-26,L1,Jus D'Avocat,2.0
2026-07-26,L1,Pasta Alfredo,11.0
2026-07-26,L1,Pasta Bolognaise,4.0
2026-07-26,L1,Pasticcio Bolognaise,4.0
2026-07-26,L1,Pasticcio Poulet,7.0
2026-07-26,L1,Pizza Poulet Mexicain Haaar M,13.0
2026-07-26,L1,Pizza Marinara M,15.0
2026-07-26,L1,POULET BBQ M,13.0
2026-07-26,L1,Pizza Bufallo M,12.0
2026-07-26,L1,Pizza Margaritta M,1.0
2026-07-26,L1,Poke Bowl Poulet Crousty,8.0
2026-07-26,L1,Poke Bowl Nature,1.0
2026-07-26,L1,Sandwich le Grec Poulet,21.0
2026-07-26,L1,Sandwich Poulet Crousty,25.0
2026-07-26,L1,Tacos Poulet,67.0
2026-07-26,L1,Tacos Poulet Crousty,36.0
2026-07-27,L1,Poms 33 cl,6.0
2026-07-27,L1,Sidi Ali 50 cl,2.0
2026-07-27,L1,Coca 33 cl,2.0
2026-07-27,L1,Hawai Tropical 33 cl,8.0
2026-07-27,L1,Chicken Burger,18.0
2026-07-27,L1,Cheese Burger,6.0
2026-07-27,L1,Mexicain Burger,4.0
2026-07-27,L1,Crousty Atlas XL,6.0
2026-07-27,L1,Crousty Atlas M,13.0
2026-07-27,L1,Yaourt GREC,7.0
2026-07-27,L1,Dopamina Oreo,28.0
2026-07-27,L1,Frites Maison,74.0
2026-07-27,L1,Frites Maison Epicees,16.0
2026-07-27,L1,Jus de Citron,11.0
2026-07-27,L1,Jus de Mangue,12.0
2026-07-27,L1,Jus D'Avocat,1.0
2026-07-27,L1,Pasta Bolognaise,5.0
2026-07-27,L1,Pasta Alfredo,12.0
2026-07-27,L1,Pasticcio Bolognaise,4.0
2026-07-27,L1,Pasticcio Poulet,7.0
2026-07-27,L1,Pizza Marinara M,19.0
2026-07-27,L1,Pizza Bufallo M,12.0
2026-07-27,L1,POULET BBQ M,12.0
2026-07-27,L1,Pizza Poulet Mexicain Haaar M,14.0
2026-07-27,L1,Poke Bowl Poulet Crousty,1.0
2026-07-27,L1,Poke Bowl Nature,1.0
2026-07-27,L1,Sandwich Poulet Crousty,14.0
2026-07-27,L1,Sandwich le Grec Poulet,34.0
2026-07-27,L1,Tacos Poulet,38.0
2026-07-27,L1,Tacos Poulet Crousty,33.0
2026-07-28,L1,Sprit 33 cl,1.0
2026-07-28,L1,Hawai Tropical 33 cl,13.0
2026-07-28,L1,Coca 33 cl,3.0
2026-07-28,L1,Poms 33 cl,1.0
2026-07-28,L1,Chicken Burger,23.0
2026-07-28,L1,Cheese Burger,5.0
2026-07-28,L1,Mexicain Burger,9.0
2026-07-28,L1,Crousty Atlas M,8.0
2026-07-28,L1,Crousty Atlas XL,16.0
2026-07-28,L1,Dopamina Oreo,26.0
2026-07-28,L1,Yaourt GREC,3.0
2026-07-28,L1,Frites Maison,84.0
2026-07-28,L1,Frites Maison Epicees,16.0
2026-07-28,L1,Jus de Mangue,9.0
2026-07-28,L1,Jus D'Avocat,5.0
2026-07-28,L1,Jus de Citron,3.0
2026-07-28,L1,Pasta Bolognaise,3.0
2026-07-28,L1,Pasta Alfredo,6.0
2026-07-28,L1,Pasticcio Poulet,7.0
2026-07-28,L1,Pasticcio Bolognaise,1.0
2026-07-28,L1,POULET BBQ M,17.0
2026-07-28,L1,Pizza Poulet Mexicain Haaar M,17.0
2026-07-28,L1,Pizza Bufallo M,20.0
2026-07-28,L1,Pizza Marinara M,9.0
2026-07-28,L1,Pizza Margaritta M,2.0
2026-07-28,L1,Poke Bowl Poulet Crousty,3.0
2026-07-28,L1,Poke Bowl Nature,3.0
2026-07-28,L1,Sandwich le Grec Poulet,24.0
2026-07-28,L1,Sandwich Poulet Crousty,32.0
2026-07-28,L1,Tacos Poulet,56.0
2026-07-28,L1,Tacos Poulet Crousty,31.0
2026-07-29,L1,Coca 33 cl,12.0
2026-07-29,L1,Poms 33 cl,9.0
2026-07-29,L1,Sprit 33 cl,2.0
2026-07-29,L1,Hawai Tropical 33 cl,11.0
2026-07-29,L1,Sidi Ali 50 cl,1.0
2026-07-29,L1,Chicken Burger,27.0
2026-07-29,L1,Cheese Burger,8.0
2026-07-29,L1,Mexicain Burger,4.0
2026-07-29,L1,Crousty Atlas M,20.0
2026-07-29,L1,Crousty Atlas XL,21.0
2026-07-29,L1,Dopamina Oreo,31.0
2026-07-29,L1,Yaourt GREC,4.0
2026-07-29,L1,Frites Maison,106.0
2026-07-29,L1,Frites Maison Epicees,22.0
2026-07-29,L1,Jus de Mangue,11.0
2026-07-29,L1,Jus de Citron,23.0
2026-07-29,L1,Jus D'Avocat,3.0
2026-07-29,L1,Pasta Alfredo,13.0
2026-07-29,L1,Pasta Bolognaise,5.0
2026-07-29,L1,Pasticcio Poulet,6.0
2026-07-29,L1,Pasticcio Bolognaise,6.0
2026-07-29,L1,POULET BBQ M,9.0
2026-07-29,L1,Pizza Bufallo M,12.0
2026-07-29,L1,Pizza Poulet Mexicain Haaar M,12.0
2026-07-29,L1,Pizza Marinara M,14.0
2026-07-29,L1,Poke Bowl Poulet Crousty,7.0
2026-07-29,L1,Poke Bowl Nature,2.0
2026-07-29,L1,Sandwich Poulet Crousty,19.0
2026-07-29,L1,Sandwich le Grec Poulet,32.0
2026-07-29,L1,Tacos Poulet Crousty,56.0
2026-07-29,L1,Tacos Poulet,57.0
2026-07-30,L1,Sidi Ali 50 cl,2.0
2026-07-30,L1,Poms 33 cl,2.0
2026-07-30,L1,Hawai Tropical 33 cl,6.0
2026-07-30,L1,Coca 33 cl,7.0
2026-07-30,L1,Chicken Burger,43.0
2026-07-30,L1,Cheese Burger,10.0
2026-07-30,L1,Mexicain Burger,4.0
2026-07-30,L1,Crousty Atlas M,15.0
2026-07-30,L1,Crousty Atlas XL,8.0
2026-07-30,L1,Dopamina Oreo,40.0
2026-07-30,L1,Yaourt GREC,4.0
2026-07-30,L1,Frites Maison,84.0
2026-07-30,L1,Frites Maison Epicees,20.0
2026-07-30,L1,Jus de Mangue,21.0
2026-07-30,L1,Jus de Citron,10.0
2026-07-30,L1,Pasta Alfredo,11.0
2026-07-30,L1,Pasta Bolognaise,2.0
2026-07-30,L1,Pasticcio Poulet,15.0
2026-07-30,L1,Pasticcio Bolognaise,2.0
2026-07-30,L1,POULET BBQ M,22.0
2026-07-30,L1,Pizza Margaritta M,6.0
2026-07-30,L1,Pizza Marinara M,10.0
2026-07-30,L1,Pizza Poulet Mexicain Haaar M,17.0
2026-07-30,L1,Pizza Bufallo M,16.0
2026-07-30,L1,Poke Bowl Poulet Crousty,7.0
2026-07-30,L1,Poke Bowl Nature,4.0
2026-07-30,L1,Sandwich le Grec Poulet,16.0
2026-07-30,L1,Sandwich Poulet Crousty,29.0
2026-07-30,L1,Tacos Poulet Crousty,42.0
2026-07-30,L1,Tacos Poulet,60.0
2026-07-31,L1,Coca 33 cl,5.0
2026-07-31,L1,Poms 33 cl,4.0
2026-07-31,L1,Hawai Tropical 33 cl,6.0
2026-07-31,L1,Cheese Burger,5.0
2026-07-31,L1,Chicken Burger,25.0
2026-07-31,L1,Mexicain Burger,6.0
2026-07-31,L1,Crousty Atlas M,10.0
2026-07-31,L1,Crousty Atlas XL,19.0
2026-07-31,L1,Yaourt GREC,7.0
2026-07-31,L1,Dopamina Oreo,23.0
2026-07-31,L1,Frites Maison,92.0
2026-07-31,L1,Frites Maison Epicees,14.0
2026-07-31,L1,Jus de Mangue,21.0
2026-07-31,L1,Jus de Citron,15.0
2026-07-31,L1,Jus D'Avocat,3.0
2026-07-31,L1,Pasta Alfredo,13.0
2026-07-31,L1,Pasta Bolognaise,6.0
2026-07-31,L1,Pasticcio Poulet,12.0
2026-07-31,L1,Pasticcio Bolognaise,6.0
2026-07-31,L1,Pizza Poulet Mexicain Haaar M,7.0
2026-07-31,L1,Pizza Bufallo M,13.0
2026-07-31,L1,POULET BBQ M,11.0
2026-07-31,L1,Pizza Margaritta M,1.0
2026-07-31,L1,Pizza Marinara M,12.0
2026-07-31,L1,Poke Bowl Poulet Crousty,6.0
2026-07-31,L1,Sandwich le Grec Poulet,38.0
2026-07-31,L1,Sandwich Poulet Crousty,36.0
2026-07-31,L1,Tacos Poulet,70.0
2026-07-31,L1,Tacos Poulet Crousty,41.0
2026-08-01,L1,Hawai Tropical 33 cl,6.0
2026-08-01,L1,Coca 33 cl,8.0
2026-08-01,L1,Sidi Ali 50 cl,1.0
2026-08-01,L1,Schwepps Citron 33 cl,4.0
2026-08-01,L1,Poms 33 cl,12.0
2026-08-01,L1,Sprit 33 cl,1.0
2026-08-01,L1,Chicken Burger,44.0
2026-08-01,L1,Mexicain Burger,7.0
2026-08-01,L1,Cheese Burger,8.0
2026-08-01,L1,Crousty Atlas M,14.0
2026-08-01,L1,Crousty Atlas XL,18.0
2026-08-01,L1,Dopamina Oreo,49.0
2026-08-01,L1,Yaourt GREC,13.0
2026-08-01,L1,Frites Maison,93.0
2026-08-01,L1,Frites Maison Epicees,15.0
2026-08-01,L1,Jus de Mangue,17.0
2026-08-01,L1,Jus de Citron,33.0
2026-08-01,L1,Jus D'Avocat,2.0
2026-08-01,L1,Pasta Alfredo,12.0
2026-08-01,L1,Pasta Bolognaise,2.0
2026-08-01,L1,Pasticcio Poulet,10.0
2026-08-01,L1,Pasticcio Bolognaise,6.0
2026-08-01,L1,POULET BBQ M,22.0
2026-08-01,L1,Pizza Poulet Mexicain Haaar M,18.0
2026-08-01,L1,Pizza Marinara M,16.0
2026-08-01,L1,Pizza Bufallo M,17.0
2026-08-01,L1,Poke Bowl Nature,1.0
2026-08-01,L1,Poke Bowl Poulet Crousty,8.0
2026-08-01,L1,Sandwich le Grec Poulet,33.0
2026-08-01,L1,Sandwich Poulet Crousty,17.0
2026-08-01,L1,Tacos Poulet Crousty,43.0
2026-08-01,L1,Tacos Poulet,63.0
2026-08-02,L1,Coca 33 cl,5.0
2026-08-02,L1,Sprit 33 cl,3.0
2026-08-02,L1,Poms 33 cl,1.0
2026-08-02,L1,Schwepps Citron 33 cl,2.0
2026-08-02,L1,Hawai Tropical 33 cl,9.0
2026-08-02,L1,Mexicain Burger,7.0
2026-08-02,L1,Chicken Burger,32.0
2026-08-02,L1,Cheese Burger,9.0
2026-08-02,L1,Crousty Atlas M,11.0
2026-08-02,L1,Crousty Atlas XL,9.0
2026-08-02,L1,Dopamina Oreo,26.0
2026-08-02,L1,Yaourt GREC,16.0
2026-08-02,L1,Frites Maison,113.0
2026-08-02,L1,Frites Maison Epicees,21.0
2026-08-02,L1,Jus de Mangue,18.0
2026-08-02,L1,Jus D'Avocat,2.0
2026-08-02,L1,Jus de Citron,19.0
2026-08-02,L1,Pasta Alfredo,13.0
2026-08-02,L1,Pasta Bolognaise,8.0
2026-08-02,L1,Pasticcio Poulet,15.0
2026-08-02,L1,Pasticcio Bolognaise,7.0
2026-08-02,L1,Pizza Marinara M,11.0
2026-08-02,L1,Pizza Poulet Mexicain Haaar M,17.0
2026-08-02,L1,Pizza Bufallo M,11.0
2026-08-02,L1,POULET BBQ M,19.0
2026-08-02,L1,Poke Bowl Poulet Crousty,5.0
2026-08-02,L1,Poke Bowl Nature,2.0
2026-08-02,L1,Sandwich le Grec Poulet,30.0
2026-08-02,L1,Sandwich Poulet Crousty,35.0
2026-08-02,L1,Tacos Poulet,63.0
2026-08-02,L1,Tacos Poulet Crousty,59.0
